,artist_name,image_path
595,Prince,https://www.biography.com/.image/ar_4:3%2Cc_fill%2Ccs_srgb%2Cfl_progressive%2Cq_auto:good%2Cw_1200/MTgwMzQ0MzgyNjMxNzE1OTkw/prince-prince-performing-on-stage---purple-rain-tour-photo-by-richard-e-aaronredferns2.jpg
596,Iron & Wine,https://images.philips.com/is/image/philipsconsumer/bbbc73ddde7e4365aa3aad2600f42850?wid=420&hei=360&$jpglarge$
597,Aphex Twin,https://i.guim.co.uk/img/static/sys-images/Guardian/Pix/pictures/2014/5/12/1399892260489/161df2d3-73b0-482b-84fd-1d7741200fe5-460x276.jpeg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=6d6116c17cfce33bb913fa24acf30560
598,Kings of Convenience,https://upload.wikimedia.org/wikipedia/commons/d/d8/Kings_of_Convenience_%28192701%29.jpg
599,Beastie Boys,https://upload.wikimedia.org/wikipedia/commons/c/c3/Beastie_Boys_2009_%286184423405%29.jpg
600,José González,https://yt3.ggpht.com/ytc/AKedOLQdeuLHfJArVSBUJvd4-8ysWYcG3pE8hPioDF-9OA=s900-c-k-c0x00ffffff-no-rj
601,Jethro Tull,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Jethro_Tull_070373_003.jpg/1200px-Jethro_Tull_070373_003.jpg
602,Tortoise,https://upload.wikimedia.org/wikipedia/commons/a/aa/A._gigantea_Aldabra_Giant_Tortoise.jpg
603,Nick Drake,https://i.guim.co.uk/img/static/sys-images/Guardian/Pix/pictures/2014/8/1/1406918831621/nick-drake-012.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=1dac0d5c966c55eb096e3a2baa7c524c
604,Miles Davis,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Miles_Davis_by_Palumbo_cropped.jpg/1200px-Miles_Davis_by_Palumbo_cropped.jpg
605,The Sea and Cake,https://i.ytimg.com/vi/h_LhYJhTiow/maxresdefault.jpg
606,Talking Heads,https://upload.wikimedia.org/wikipedia/commons/e/ea/Talking_heads_collage.jpg
607,John Coltrane,https://i.scdn.co/image/ab6761610000e5eb73c7f7505c1af82929ec41df
608,Pearl Jam,https://i.scdn.co/image/ab6761610000e5eb122d1145d880736383742ebc609
609,Elliott Smith,https://upload.wikimedia.org/wikipedia/commons/8/8c/Elliott_Smith.jpg
610,Squarepusher,https://cdn-japantimes.com/wp-content/uploads/2020/03/np_file_1852.jpeg
611,The Roots,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR1NZ2PPvsvFCdJwelnf8FoGn64uUd_8b_ncQ&usqp=CAU
612,Belle and Sebastian,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRe4b6c5EuZquQdXT0GEyQrW7Ffb1d3OeagOg&usqp=CAU
613,A Tribe Called Quest,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQQK7hmPFyomPcYBhX-wVQixfopGz7aUpIQTw&usqp=CAU
614,Pulp,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQFjd5_YYZS8agzl2L-k8kvUQnQmgTExt4O2g&usqp=CAU
615,The Album Leaf,https://m.media-amazon.com/images/I/413695AA7qL.jpg
616,Sufjan Stevens,https://upload.wikimedia.org/wikipedia/commons/3/33/Sufjan_Stevens_performing_at_Pitchfork%2C_2016.jpg
617,Clogs,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Albarcas-Cantabria.jpg/450px-Albarcas-Cantabria.jpg
618,Great Lake Swimmers,https://i.scdn.co/image/ab67616d00001e02f9b387fd260b8ad98f173217
619,Thelonious Monk,https://media.npr.org/assets/img/2017/10/10/gettyimages-96410743_custom-b7c0b41267ca5a293255ddaf82638b0c85661b68.jpg
620,A.A. Bondy,https://upload.wikimedia.org/wikipedia/commons/6/60/A._A._Bondy.jpg
621,Saint Etienne,https://media-cdn.tripadvisor.com/media/photo-s/01/3f/b7/47/st-etienne.jpg
622,Andrew York,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSXTva428lAu2lzRkkB6AE3Zw4kAuiBywlMf88Z1eGJW271JOsMISpFrPT7GBLKQDivto4&usqp=CAU
623,of Montreal,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS8-EhA_hApiHYuoqm3bGHDLMGhFkFroYict97XXkdN6ZsiH3V86OoCrb_cYzrpuGXWHEA&usqp=CAU
624,Neil Young,https://i.guim.co.uk/img/media/b16b2b7485a7a0b8fc985da57d8791d78ea7766f/0_149_5162_3097/master/5162.jpg?width=465&quality=45&auto=format&fit=max&dpr=2&s=e8c1f866e45cb86c7d906530982f6677
625,Einstürzende Neubauten,https://static.tvtropes.org/pmwiki/pub/images/einsturzende2160913_616x440.jpg
626,Explosions in the Sky,https://upload.wikimedia.org/wikipedia/commons/d/d6/Explosions_in_the_Sky.jpg
627,Ornette Coleman,https://static01.nyt.com/images/2020/05/31/books/review/31hajdu02/merlin_19273727_1d019a34-41b0-4cfb-bfca-b896e72f9600-mediumSquareAt3X.jpg
628,Μιχάλης Χατζηγιάννης,https://gos.bbend.net/media/news/2020/01/24/622026/figure/xatzigiannis.jpg
629,Teen Angels,"https://images-na.ssl-images-amazon.com/images/I/51dROgiUrrL._SX384_BO1,204,203,200_.jpg"
630,Ivi Adamou,https://static.wikia.nocookie.net/eurosong-contest/images/f/f9/Ivi_Adamou.jpg/revision/latest?cb=20151118173558
631,Helena Paparizou,https://static.wikia.nocookie.net/eurosong-contest/images/e/e8/Helena1.jpg/revision/latest?cb=20170328185223
632,Kalomoira,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Image-ESC_2008_-_Greece_-_Kalomira%2C_1st_semifinal_%28cropped%29.jpg/220px-Image-ESC_2008_-_Greece_-_Kalomira%2C_1st_semifinal_%28cropped%29.jpg
633,Milan Stanković,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSKAc19jCHW_2jdeQmtv_G7vt7RpZz0ZapUCQ&usqp=CAU
634,Άννα Βισση,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ8fSv_PfbAUpXsZpE31KhQgnFpA0pHfw6N5SmY7GWuxLu5NjaOCN3XP4OGTO7RX5ZyyyE&usqp=CAU
635,Laura Pausini,https://thumbs.dreamstime.com/z/laura-pausini-performs-concert-laura-pausini-performs-concert-as-part-juntos-en-concierto-tour-sound-advice-129562655.jpg
636,Banghra,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRXv_j9ohn1H0nMffAQqnD2iqeCHrTRFCX7wBpDOkPWhiDkl7IS4NhJ3J1rlk8-z8y1KSY&usqp=CAU
637,Nikolas Metaxas,https://i.ytimg.com/vi/nhzpFzcI0-o/hqdefault.jpg
638,Inna,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Inna_at_Masked_Singer_Romania_2021.jpg/1200px-Inna_at_Masked_Singer_Romania_2021.jpg
639,Stavento,https://i.scdn.co/image/ab6761610000e5ebfc511e237df14fb15cb650f6
640,RBD,https://upload.wikimedia.org/wikipedia/commons/6/6a/Rebelde2.jpg
641,Eleftheria Eleftheriou,https://upload.wikimedia.org/wikipedia/commons/e/e5/Eleftheria_Eleftheriou4.jpg
642,Antonis Remos,https://upload.wikimedia.org/wikipedia/commons/0/06/Antonis_Remos_-_Politia_Live_Clubbing.png
643,D'Nash,https://i.scdn.co/image/ddb9d9ead42f7abb7d81bf85175af76f97d35f6f
644,Giorgos Papadopoulos,https://static.wikia.nocookie.net/the-x-factor/images/9/9c/Giorgos_Papadopoulos.png/revision/latest?cb=20190427203238
645,Funky G,https://i.discogs.com/pgbkJ2t_L0KJ2cO-Bvwhrq2qLTRhX36PKz7-NxG8i5s/rs:fit/g:sm/q:90/h:600/w:488/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTEzOTAy/MzItMTI0NTMxNzUz/NC5qcGVn.jpeg
646,Hadise,https://upload.wikimedia.org/wikipedia/commons/c/c3/Hadise.jpg
647,Watch Tower Bible and Tract Society of PA,https://assetsnffrgf-a.akamaihd.net/assets/m/502015180/univ/art/502015180_univ_sqr_xl.jpg
648,Onirama,https://i.scdn.co/image/ab6761610000e5eb75a74d8f7ce1f152b5f6084e
649,Jessy Matador,https://upload.wikimedia.org/wikipedia/commons/2/28/Jessy_Matador.jpg
650,Master Tempo,https://i1.sndcdn.com/artworks-000222485298-e49yi3-t500x500.jpg
651,Paolo Meneguzzi,https://upload.wikimedia.org/wikipedia/commons/e/eb/Paolo_Meneguzzi_singing.jpg
652,Floricienta,https://m.media-amazon.com/images/M/MV5BMTk2MWZkOTYtZWExYi00MmYwLWEzNzUtY2E4Zjc3NWQ0Mzk0XkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_FMjpg_UX1000_.jpg
653,Erreway,https://i.discogs.com/wce1mPzA-4bHgsmsvUrrTvhIVhWEE9cyWWFlnvUauIo/rs:fit/g:sm/q:90/h:350/w:411/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTM1MzUz/MTItMTQxMjQzMDQw/OC00ODE4LmpwZWc.jpeg
654,Dima Bilan,https://upload.wikimedia.org/wikipedia/commons/c/c2/%D0%94%D0%B8%D0%BC%D0%B0_%D0%91%D0%B8%D0%BB%D0%B0%D0%BD_%282%29_%28%D0%91%D0%B5%D0%BB%D1%8B%D0%B5_%D0%BD%D0%BE%D1%87%D0%B8_%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B0_%E2%80%94_2021._%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D0%B8%D0%B9_%D0%9B%D0%B5%D0%BF%D1%81_%D1%81%D0%BE%D0%B1%D0%B8%D1%80%D0%B0%D0%B5%D1%82_%D0%B4%D1%80%D1%83%D0%B7%D0%B5%D0%B9%29.jpg
655,Stromae,https://upload.wikimedia.org/wikipedia/commons/9/9c/Stromae_2011_cropped.jpg
656,Tamta,https://upload.wikimedia.org/wikipedia/commons/c/c7/Tamta_at_the_Eurovision_2019_-_Cyprus_02_%28cropped%29.jpg
657,Sakis Rouvas,https://upload.wikimedia.org/wikipedia/commons/5/5a/Sakis_Rouvas_in_Moscow.jpg
658,Karolina,https://yt3.ggpht.com/ytc/AKedOLRFRjy6QCL2EFm61R-xVVnVwjqWdWJDFAsvawOCOQ=s900-c-k-c0x00ffffff-no-rj
659,Giannis Ploutarxos,https://i1.sndcdn.com/artworks-000050379005-9sxotk-t500x500.jpg
660,Chanée & N'evergreen,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQndsv83gRBirJmt3EOQ9lbbkV9atHJ3NbhV3ug6Ze3ix31j-i3GKBJyJMyZ3EZqsPTRSM&usqp=CAU
661,Evridiki,https://upload.wikimedia.org/wikipedia/en/1/1f/Evridiki-cyprus2007.JPG
662,Mando,https://upload.wikimedia.org/wikipedia/en/a/a1/TheMandalorian.jpg
663,Eric Saade,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR1HIRNNXXjegN91NMrvuaJVKJYF038xfJZLw&usqp=CAU
664,Safura,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZi2zQyZYPuMPWZko8UpGamQQxgU1-Mou4J6yKqknUgu3Ma7syONF7mbO9px5DSF7r0_U&usqp=CAU
665,Alkistis Protopsalti,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQvDggisYkhtnkPqoZPAh2lTev2unUY34sGU5zlOLFw2juK0HcIc0hRNjcQU1KJ6mqwXrA&usqp=CAU
666,Denise Rosenthal,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRSOOu538zYHsxjKPij0gTPqndB_7GJ0KiUkNeiznSKlVzFf6moTf8TBAbYULRqw7O-Q0o&usqp=CAU
667,Christos Dantis,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRRAjcmIimivC15bz8_d91FDezpOQqbFvIH4A&usqp=CAU
668,Darin,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDarJoBxnNGXZ-qRG8fCFk90N3P6yv7wZkNw&usqp=CAU
669,Despoina Olympiou,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTuwQVTx3O3Q2U1JDB59PwXQJ2D_ZKZhzWiYw&usqp=CAU
670,Yohanna,https://lyricstranslate.com/files/styles/artist/public/aa471e1f9e7ced925a27b07abaeccbcb.jpg
671,Kostas Martakis,https://live.staticflickr.com/2698/4151903660_51ac628960_z.jpg
672,Soulthrow,https://static.wikia.nocookie.net/streetfighter/images/c/c8/Rose-soulthrow.gif/revision/latest/scale-to-width-down/206?cb=20100709180335
673,Glee Cast,"https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/gettyimages-461345257-1611946320.jpg?crop=0.671xw:0.892xh;0.324xw,0.0281xh&resize=640:*"
674,The Veronicas,https://upload.wikimedia.org/wikipedia/commons/c/c4/The_Veronicas_2012.jpg
675,Demi Lovato,https://assets.teenvogue.com/photos/62728a8af64a5d2585cf9a3d/16:9/w_2560%2Cc_limit/1320403769
676,Lights,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSyQCsCC4Z_Z7g4UgIU214qbU4P35vaYREyg&usqp=CAU
677,John Mayer,https://variety.com/wp-content/uploads/2020/04/John-Mayer.jpg?w=681&h=383&crop=1
678,American Idiot Cast,https://upload.wikimedia.org/wikipedia/en/3/31/American_Idiot-poster.png
679,Nick Jonas & The Administration,https://assets.vogue.com/photos/62790ef757c3201259f01599/master/w_2560%2Cc_limit/GettyImages-1356283649.jpg
680,Selena Gomez & the Scene,"https://media.allure.com/photos/621e566490734370ce619a07/1:1/w_3076,h_3076,c_limit/Selena%20Gomez%20Green%20Nail%20Polish%20SAG%20Awards.jpg"
681,All Time Low,https://i.scdn.co/image/ab6761610000e5eb6aa4d0d5295afc0b7bacec49
682,Honor Society,https://s3.amazonaws.com/scschoolfiles/1719/img_stkpic_zaeaq2.png
683,Florence + the Machine,https://i.ytimg.com/vi/WbN0nX61rIs/maxresdefault.jpg
684,Marina & the Diamonds,https://dynamicmedia.livenationinternational.com/Media/j/i/h/20d75671-d370-489a-8f02-009fc9506ff6.jpg
685,Owl City,https://www.billboard.com/wp-content/uploads/media/owl-city-2017-cr-Abbey-Olmsted-billboard-1548.jpg
686,Mitchel Musso,https://www.nickiswift.com/img/gallery/the-real-reason-hollywood-wont-cast-mitchel-musso-anymore/intro-1604272653.jpg
687,Hey Monday,https://i.discogs.com/dGtQBs7JRIUpNlsOUgFPYwvR6j-ey8hn9J4IKKhlQkk/rs:fit/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9BLTIwNDYy/OTktMTI5MjE4NTc4/Ny5qcGVn.jpeg
688,Darren Criss,https://upload.wikimedia.org/wikipedia/commons/6/60/Darren_criss_2021_1.jpg
689,Push Play,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT6NL1EwHp876Dwxm3UWFrdZx8B-bujMn6sLg&usqp=CAU
690,The Pierces,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcShkRcTMPbLsyJkl9uT4evifipJAMp2c5IiUA&usqp=CAU
691,Sia,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS78q2agHBShdkcqOZmnYwm_Wd8MMMDNU_CMA&usqp=CAU
692,Duncan Sheik & Steven Sater,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRFBZZZOE7zz8hnbkmbIsTKzCcaJG2zoCaDFA&usqp=CAU
693,Esmée Denters,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQLr7r6BfM0DKXkVaFUA8GpuBneQZAuaKIgQA&usqp=CAU
694,Boyce Avenue,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTbth8qfyjvwqYPYWxthffqwNHUnLok6Z5yjg&usqp=CAU
695,Shakira,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRmZ8XPK9C8isYu-FyICVOy0hOcaJqZTfgTTA&usqp=CAU
696,Ester Dean,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSiCCBW8fhcV01sC46zIU3nAw4Daf_E3-OYKQ&usqp=CAU
697,The xx,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQpU-n4B409y7J_6JubK2RMrJPmB7SES5_66Q&usqp=CAU
698,The Pretty Reckless,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSZ2VzzoM6Kz6OwX4bNaYGij-ubqeqR8NHa5w&usqp=CAU
699,Engenheiros do Hawaii,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQOIVFXTNiBDwPrgHXBtlpZwy1wKfegGTcxxQ&usqp=CAU
700,AC/DC,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSdFtTWMdUaXePku1VpUuPdpWWSrLr1x9iaDw&usqp=CAU
701,Metallica,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRA-ut1Xe9LMAZH9yL8-uSmWSJ3eHCn_NbBsA&usqp=CAU
702,Capital Inicial,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZzjWT6uIoyr9WoYBrstsRgCqoes3hsoNA2g&usqp=CAU
703,The White Stripes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQzmYAWHXRBTt52uIAfyrd5bMZWwwi1dsLMrQ&usqp=CAU
704,Black Label Society,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRx5FtO0cO-do_mY6kUpIxhBd-hpeQ5LN43Xg&usqp=CAU
705,Mark Knopfler,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRZzne7BTC4IafO4oZ27m4xbSmJ3JD6U71hQg&usqp=CAU
706,Dire Straits,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQFDROHtYXKAa8Mlr2rlERkRX8cXTiv_8DSJQ&usqp=CAU
707,Gotthard,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRuR8XxnIeFemaX79vuVVxrTDHHMa4BOTqv1Q&usqp=CAU
708,Legião Urbana,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTbgru2zrCgi3KlgX4pZmeIJJZ8MNuO_0FFRA&usqp=CAU
709,R.E.M.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQjTNO7icy9y7dFjboekPowQTtOkQPv3APBeQ&usqp=CAU
710,Kaiser Chiefs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTYRRAwhHna45hgO6-9yV5KuP1SHBGpe7qd9_rZiQgFfnwSTd8LMn14JPOykC4t507Q8u4&usqp=CAU
711,Electric Light Orchestra,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTBE8KAf3lBhjoV-ug_4k1OC9SJsuLmXPY_vQ&usqp=CAU
712,Johnny Cash,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRG4bovrughcPKIE59o9uDdgyPOXOrDjUspng&usqp=CAU
713,Orishas,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRT0hThQDRfOSG7TcjQx34f6hlI90zCnO2X6g9aF9EDcZ5X5q8NfJ1FbvBIbWLLUwRK1d0&usqp=CAU
714,Social Distortion,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRvuJjMHIUlMTtYEStSQ8vXXOWJYU1ocuRXpA&usqp=CAU
715,Wim Mertens,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ6Omwx-2669BnVyBxpTetvXEVDUZTK5V0VZmvsdtm2Woma8hrBlf4v6-AoiP7sDlQCyxg&usqp=CAU
716,ATB,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRJqlJ_twBpXjd-YJx86O8yq2W1PEkBuyhe1Q&usqp=CAU
717,Buena Vista Social Club,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQe-O2VeTowTixwvyVPARrFAHfaa5F0ivyZwg&usqp=CAU
718,Ozzy Osbourne,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTFnuwN5DG2EzzFLSZC-AaiE8lHuJQrReHZhw&usqp=CAU
719,Titãs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR-n8rtCj5g3G5Q5tTpqftGWDDfoT1CXOAPZdnedYTIbn04oHkO9F7xLHh_Gilo9vM3FDs&usqp=CAU
720,Apocalyptica,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZYEK7RCr5IkqiJwIsSuVtaoLqnK_qwCEhvQ&usqp=CAU
721,Era,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcROM8kjm7lbNXpWyds2-Ppajn5NHvRHyfv4hA&usqp=CAU
722,Eric Clapton,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSH66GQYuDwaXGizuIBP_IwnDsjZ84Fy2VqZA&usqp=CAU
723,Sacred Spirit,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ1TfzyrBZsp6XsKZd_LiRP2EZ2taxohNouYQ&usqp=CAU
724,Eagles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS3DfCfzC9EsIxjSiB0VkTOiiEfA2Wt9FPuyA&usqp=CAU
725,1200 Micrograms,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZlBnWGPUvmspft0MWxWSVyhVZtPaK561n_j4_hCLf9rPU9QZiZ9bAFDce4SNsDwvs3Zo&usqp=CAU
726,Alice Cooper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ85ehW8hix_8H59MfF_48z5MED_2sgM4xQYST8eVw5FzSgINj4kH7TmnXRG5B3p6MdCng&usqp=CAU
727,John Lennon,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTwbLPOSw9hDTj084di6HgTqaz6pJfxw-PEpQ&usqp=CAU
728,Bruce Springsteen,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSPAQAZY0brofDsPmor4fuSw-jX2WKN2ZZvnA&usqp=CAU
729,The Rolling Stones,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRW1vEi6tq8Oo1mUy4qp2i3YI9NEy8unbqMug&usqp=CAU
730,Eliades Ochoa,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcThc5g-zqikNGuwz62Z1_w4NdLPUmPiaowzJaOFw0zQiiuITL9Jqw5B5ZpY2bXfTACj7Cs&usqp=CAU
731,Trans-Siberian Orchestra,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR5yLiBO8eFHtRKc1RldtaI0QoKIqpRutGoLw&usqp=CAU
732,DJ Tiësto,https://vz.cnwimg.com/wp-content/uploads/2009/11/tiesto-1.jpg
733,Lulu Santos,https://i.scdn.co/image/ab67616d0000b2737906c19ad739c2123b48d86e
734,Nadja,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTYmsPfPZSmdd6uM1f6pae-_cbSlsSAW1VY3Q&usqp=CAU
735,Autechre,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRlTD_2XsdVqpOAZSNPn05_YQD1bq9Nu-y1cA&usqp=CAU
736,Aidan Baker & thisquietarmy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRv5R5_u_G-nQu7Gzlsr-GjddtRT25DTHAwO6Kbqyn2fkqVhyPEG5nI7Is8yyz8-VxsvhM&usqp=CAU
737,Salem,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQIE_iG3gsA5EqyWrWCzSIiav8zBZJ8wklR_Q&usqp=CAU
738,Carbon Based Lifeforms,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTiR80pllR4OST7SNMwTfUhbrq07dJJ01bAEQ&usqp=CAU
739,Boards of Canada,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRm5QyMEzMz7cXlZ6Ycb_Yw5uMrNQheBxFpcXV5E07-Pbeut75ZejqoPsU4c4diGjjVIWU&usqp=CAU
740,Casino Versus Japan,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQcF4_zW5GU-sX1iTIWs0nkgwmewkungDtRTw&usqp=CAU
741,Bill Withers,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRe0MMjYNZNpZJNtEjsI60BRHCznXPej9Rlhw&usqp=CAU
742,Jesu,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSZNQKT5tsACq4Y8eqIQEPWuvUgZKFd8lhFAg&usqp=CAU
743,Boris,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSbx9Z9qrvY2e-kUOEAt4-1HWVfIYBTedh12w&usqp=CAU
744,Secede,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTa2nSrL8pib0ZC-gCQapDuEukwT1jkANjFKQ&usqp=CAU
745,Maximum the Hormone,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQOK_29p6Ahyeqlv55dpHwXYu8DiqG_vYB2Aw&usqp=CAU
746,65daysofstatic,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRVkWdyWksb0YKPOvwpfFsCw-oLUDjXvlZLEmA60R1XTgZwiSqbAt1q8WsgEScliih8r88&usqp=CAU
747,Arovane,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS3yq89zylNKR4jyLEqgRN4a_sSvcd-CXjivqRKVV32jffh1m2Gcd6V4aT3P_ZC6KRhOrE&usqp=CAU
748,Crystal Castles,https://upload.wikimedia.org/wikipedia/en/b/bb/Crystal_Castles_-_Self-titled.png
749,Психея,https://i.ytimg.com/vi/ExlVrj3c7R8/maxresdefault.jpg
750,#####,https://cdn3.vectorstock.com/i/1000x1000/37/07/not-available-sign-or-stamp-vector-22523707.jpg751
751,LAKE R▲DIO,https://f4.bcbits.com/img/a0638740290_10.jpg
752,Asian Dub Foundation,https://upload.wikimedia.org/wikipedia/commons/9/9b/Asian_Dub_Foundation.jpg
753,the Chemodan,https://i1.sndcdn.com/avatars-000324671874-bi1nsk-t500x500.jpg
754,Mono,https://images.everydayhealth.com/images/infectious-diseases/mononucleosis/how-you-know-you-have-mononucleosis-722x406.jpg
755,16 Horsepower,https://upload.wikimedia.org/wikipedia/commons/f/f8/Edwardsgit.jpg
756,Multiplex,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQgjwWPDDvTk-mevw-DxLENb8amP20tHghu8w&usqp=CAU
757,Ben Frost,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRtEj-2t-zpPnDokdVkPOa7BE0PIKL_SwqRWA&usqp=CAU
758,Gridlock,https://upload.wikimedia.org/wikipedia/commons/d/d9/Gridlock.svg
759,Enter Shikari,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSHz8D-jS3HxXnC4O8GYZrv2R78Gau1nBpJhg&usqp=CAU
