id,artist_name,image_path
561,Sam Cooke,
562,The Vice Barons,
563,Otis Redding,
564,Little Richard,
565,LaVern Baker,
566,Ray Charles,
567,The Detroit Cobras,
568,Big Mama Thornton,
569,Aretha Franklin,
570,Marvin Gaye,
571,Ruth Brown,
572,James Brown,
573,Big Maybelle,
574,Muddy Waters,
575,Elmore James,
576,Sonny Boy Williamson,
577,John Lee Hooker,
578,The Isley Brothers,
579,Chuck Berry,
580,Professor Longhair,
581,Sister Rosetta Tharpe,
582,Big Joe Turner,
583,Andre Williams,
584,Louis Prima,
585,Charles Aznavour,
586,Ennio Morricone,
587,Renato Carosone,
588,The Pretty Things,
589,The Titty Twisters Orchestra,
590,The Montesas,
591,The Easybeats,
592,The Gruesomes,
593,David Bowie,
594,le bowl,
595,Prince,
596,Iron & Wine,
597,Aphex Twin,
598,Kings of Convenience,
599,Beastie Boys,
600,José González,
601,Jethro Tull,
602,Tortoise,
603,Nick Drake,
604,Miles Davis,
605,The Sea and Cake,
606,Talking Heads,
607,John Coltrane,
608,Pearl Jam,
609,Elliott Smith,
610,Squarepusher,
611,The Roots,
612,Belle and Sebastian,
613,A Tribe Called Quest,
614,Pulp,
615,The Album Leaf,
616,Sufjan Stevens,
617,Clogs,
618,Great Lake Swimmers,
619,Thelonious Monk,
620,A.A. Bondy,
621,Saint Etienne,
622,Andrew York,
623,of Montreal,
624,Neil Young,
625,Einstürzende Neubauten,
626,Explosions in the Sky,
627,Ornette Coleman,
628,Μιχάλης Χατζηγιάννης,
629,Teen Angels,
630,Ivi Adamou,
631,Helena Paparizou,
632,Kalomoira,
633,Milan Stanković,
634,Άννα Βισση,
635,Laura Pausini,
636,Banghra,
637,Nikolas Metaxas,
638,Inna,
639,Stavento,
640,RBD,
641,Eleftheria Eleftheriou,
642,Antonis Remos,
643,D'Nash,
644,Giorgos Papadopoulos,
645,Funky G,
646,Hadise,
647,Watch Tower Bible and Tract Society of PA,
648,Onirama,
649,Jessy Matador,
650,Master Tempo,
651,Paolo Meneguzzi,
652,Floricienta,
653,Erreway,
654,Dima Bilan,
655,Stromae,
656,Tamta,
657,Sakis Rouvas,
658,Karolina,
659,Giannis Ploutarxos,
660,Chanée & N'evergreen,
661,Evridiki,
662,Mando,
663,Eric Saade,
664,Safura,
665,Alkistis Protopsalti,
666,Denise Rosenthal,
667,Christos Dantis,
668,Darin,
669,Despoina Olympiou,
670,Yohanna,
671,Kostas Martakis,
672,Soulthrow,
673,Glee Cast,
674,The Veronicas,
675,Demi Lovato,
676,Lights,
677,John Mayer,
678,American Idiot Cast,
679,Nick Jonas & The Administration,
680,Selena Gomez & the Scene,
681,All Time Low,
682,Honor Society,
683,Florence + the Machine,
684,Marina & the Diamonds,
685,Owl City,
686,Mitchel Musso,
687,Hey Monday,
688,Darren Criss,
689,Push Play,
690,The Pierces,
691,Sia,
692,Duncan Sheik & Steven Sater,
693,Esmée Denters,
694,Boyce Avenue,
695,Shakira,
696,Ester Dean,
697,The xx,
698,The Pretty Reckless,
699,Engenheiros do Hawaii,
700,AC/DC,
701,Metallica,
702,Capital Inicial,
703,The White Stripes,
704,Black Label Society,
705,Mark Knopfler,
706,Dire Straits,
707,Gotthard,
708,Legião Urbana,
709,R.E.M.,
710,Kaiser Chiefs,
711,Electric Light Orchestra,
712,Johnny Cash,
713,Orishas,
714,Social Distortion,
715,Wim Mertens,
716,ATB,
717,Buena Vista Social Club,
718,Ozzy Osbourne,
719,Titãs,
720,Apocalyptica,
721,Era,
722,Eric Clapton,
723,Sacred Spirit,
724,Eagles,
725,1200 Micrograms,
726,Alice Cooper,
727,John Lennon,
728,Bruce Springsteen,
729,The Rolling Stones,
730,Eliades Ochoa,
731,Trans-Siberian Orchestra,
732,DJ Tiësto,
733,Lulu Santos,
734,Nadja,
735,Autechre,
736,Aidan Baker & thisquietarmy,
737,Salem,
738,Carbon Based Lifeforms,
739,Boards of Canada,
740,Casino Versus Japan,
741,Bill Withers,
742,Jesu,
743,Boris,
744,Secede,
745,Maximum the Hormone,
746,65daysofstatic,
747,Arovane,
748,Crystal Castles,
749,Психея,
750,#####,
751,LAKE R▲DIO,
752,Asian Dub Foundation,
753,the Chemodan,
754,Mono,
755,16 Horsepower,
756,Multiplex,
757,Ben Frost,
758,Gridlock,
759,Enter Shikari,
760,Isis,
761,HORSE the band,
762,Lazzich,
763,Proem,
764,electronicmicroanimal,
765,Mooncake,
766,Gastón Arévalo,
767,sokpb avabodha,
768,The Crystal Method,
769,Ochre,
770,Bring Me The Horizon,
771,Gimmik,
772,Fail Emotions,
773,Solar Fields,
774,Digitonal,
775,Jackson and His Computer Band,
776,Fear Factory,
777,Mandy Moore,
778,Paulina Rubio,
779,Fey,
780,Dannii Minogue,
781,Belinda,
782,Marie Serneholt,
783,Thalía,
784,Hannah Montana,
785,A*Teens,
786,Gloria Trevi,
787,Anna Carina,
788,Emily Osment,
789,Geri Halliwell,
790,Junior Caldera feat Sophie Ellis Bextor,
791,Atomic Kitten,
792,5ive,
793,Anahí,
794,Five,
795,Darkest Hour,
796,Parkway Drive,
797,Soilwork,
798,Crematory,
799,Rise Against,
800,The Black Dahlia Murder,
801,All That Remains,
802,Sonic Syndicate,
803,Dark Tranquillity,
804,As I Lay Dying,
805,Caliban,
806,Killswitch Engage,
807,A Day to Remember,
808,Corpus Christi,
809,36 Crazyfists,
810,Avatar,
811,At the Gates,
812,Amon Amarth,
813,Evading Downfall,
814,August Burns Red,
815,Ensiferum,
816,Whitechapel,
817,Divine Heresy,
818,Ignite,
819,From a Second Story Window,
820,It Prevails,
821,Atreyu,
822,Emmure,
823,I Killed the Prom Queen,
824,Suffokate,
825,Five Finger Death Punch,
826,Scar Symmetry,
827,Butterfly Coma,
828,Eluveitie,
829,Debeli Precjednik,
830,All Shall Perish,
831,Millencolin,
832,Slayer,
833,Despised Icon,
834,Pantera,
835,Pain Confessor,
836,The Dillinger Escape Plan,
837,Lamb of God,
838,The Mercury Arc,
839,Ego Fall,
840,Feed Her To The Sharks,
841,Haste the Day,
842,Manic Street Preachers,
843,The Stranglers,
844,Therapy?,
845,Alice in Chains,
846,Jane's Addiction,
847,Soundgarden,
848,The Clash,
849,PJ Harvey,
850,Pixies,
851,Stone Temple Pilots,
852,Killing Joke,
853,Primal Scream,
854,The Velvet Underground,
855,Ministry,
856,Republika,
857,Virgin Prunes,
858,Nick Cave and the Bad Seeds,
859,The Doors,
860,Afghan Whigs,
861,Skeletal Family,
862,New Model Army,
863,Closterkeller,
864,Porno for Pyros,
865,Roxy Music,
866,Bauhaus,
867,Revolting Cocks,
868,Alphaville,
869,Wolfsheim,
870,Can,
871,Nitzer Ebb,
872,Kyuss,
873,The Jesus Lizard,
874,Tiamat,
875,Brygada Kryzys,
876,Tracy Chapman,
877,Dragonette,
878,New Young Pony Club,
879,Siobhan Donaghy,
880,Cyndi Lauper,
881,Kelly Osbourne,
882,Jewel,
883,Dixie Chicks,
884,Kate Miller-Heidke,
885,Sneaky Sound System,
886,Chew Lips,
887,Noisettes,
888,Shakespear's Sister,
889,Tegan and Sara,
890,Missy Higgins,
891,Annie Lennox,
892,VV Brown,
893,The Cast Of Buffy The Vampire Slayer,
894,Amy Winehouse,
895,Rogue Traders,
896,Crowded House,
897,Girls Aloud,
898,Timbaland,
899,Vanessa Hudgens,
900,Delta Goodrem,
901,John Williams,
902,Rachel Stevens,
903,Carter Burwell,
904,Destiny's Child,
905,Medina,
906,Alexandra Burke,
907,Vanessa S.,
908,Iron Maiden,
909,Megadeth,
910,Savatage,
911,Dream Theater,
912,Circle II Circle,
913,Bruce Dickinson,
914,Children of Bodom,
915,Angra,
916,Andre Matos,
917,Shaaman,
918,Hangar,
919,Helloween,
920,Viper,
921,Nightwish,
922,Dr. Sin,
923,Matanza,
924,Wizards,
925,Angel Dust,
926,Bittencourt Project,
927,Kamelot,
928,Stratovarius,
929,Hibria,
930,Mindflow,
931,Rage,
932,Tribuzy,
933,Iced Earth,
934,Nevermore,
935,Symphony X,
936,Journey,
937,Avantasia,
938,Testament,
939,Burning in Hell,
940,Death,
941,Kiko Loureiro,
942,Bon Jovi,
943,Skid Row,
944,Arch Enemy,
945,Kreator,
946,Epica,
947,Yngwie Malmsteen,
948,Blind Guardian,
949,Kotipelto,
950,Queen,
951,Outworld,
952,Tori Amos,
953,The Cardigans,
954,Yanni,
955,The Mars Volta,
956,Bush,
957,Nickelback,
958,Sixpence None the Richer,
959,Armin van Buuren,
960,Kasabian,
961,Infernal,
962,Zoé,
963,t.A.T.u.,
964,Hevia,
965,Amy Studt,
966,Santana,
967,Agressiva 69,
968,At the Drive-In,
969,Disturbed,
970,Smash Mouth,
971,Yelle,
972,Emilíana Torrini,
973,Foo Fighters,
974,Rodrigo y Gabriela,
975,Tilly and the Wall,
976,Blondie,
977,Frank Sinatra,
978,"Earth, Wind & Fire",
979,Fallulah,
980,The Donnas,
981,Iron Butterfly,
982,Jem,
983,Chris Rea,
984,Simple Minds,
985,Howard Jones,
986,China Crisis,
987,Mike & The Mechanics,
988,The Human League,
989,Orchestral Manoeuvres in the Dark,
990,Thompson Twins,
991,Information Society,
992,Pet Shop Boys,
993,Rick Astley,
994,Johnny Hates Jazz,
995,Kim Wilde,
996,Robert Palmer,
997,The Fixx,
998,Solar Stone,
999,Level 42,
1000,Tiësto,
1001,19,
1002,Artista desconhecido,
1003,Kyau vs. Albert,
1004,Ultravox,
1005,Erasure,
1006,Berlin,
1007,Novaspace,
1008,The Psychedelic Furs,
1009,Midge Ure,
1010,Yazoo,
1011,OceanLab,
1012,Groove Coverage,
1013,Dance Nation,
1014,Fragma,
1015,Ian Van Dahl,
1016,DJ Sammy,
1017,Sylver,
1018,Heaven 17,
1019,Anything Box,
1020,Markus Schulz,
1021,Topmodelz,
1022,Exposé,
1023,Jessie J,
1024,Runner Runner,
1025,Kerli,
1026,Breathe Carolina,
1027,Anarbor,
1028,Nicki Minaj,
1029,The Maine,
1030,Teen Hearts,
1031,Forever the Sickest Kids,
1032,Gloria,
1033,Bruno Mars,
1034,Boys Like Girls,
1035,Slipknot,
1036,Fresno,
1037,New Found Glory,
1038,McFly,
1039,The Kooks,
1040,Nevada Tan,
1041,Mamma Mia!,
1042,Alesha Dixon,
1043,Pink,
1044,Edyta Bartosiewicz,
1045,Camp Rock,
1046,Myslovitz,
1047,Jamal,
1048,Ewa Farna,
1049,Łzy,
1050,Alexz Johnson,
1051,Bonanza Banzai,
1052,Recoil,
1053,Ladytron,
1054,Fake,
1055,Hubert Kah,
1056,Sally Shapiro,
1057,Ayria,
1058,Red Flag,
1059,Cook Da Books,
1060,The Frozen Autumn,
1061,Johan Agebjörn,
1062,Alan Silvestri,
1063,Martin L. Gore,
1064,Kraftwerk,
1065,Cause & Effect,
1066,IAMX,
1067,Wham!,
1068,Klein & Mbo,
1069,Alan Wilder,
1070,Billy Idol,
1071,Dark Phenomenon,
1072,Ace of Base,
1073,TIA,
1074,Siouxsie and the Banshees,
1075,Provision,
1076,Curve,
1077,Static Movement,
1078,Alisha,
1079,B.W.H.,
1080,Suede,
1081,Franz Ferdinand,
1082,AFI,
1083,Joaquín Sabina,
1084,Kaizers Orchestra,
1085,Kent,
1086,Damon Albarn,
1087,Bayside,
1088,Patrick Wolf,
1089,Björk,
1090,The Prodigy,
1091,Chiodos,
1092,These New Puritans,
1093,William Control,
1094,Iggy Pop,
1095,Rammstein,
1096,Jack's Mannequin,
1097,Phoenix,
1098,"The Good, the Bad & the Queen",
1099,Nicky Wire,
1100,Yann Tiersen,
1101,Rush,
1102,Tenhi,
1103,Frédéric Chopin,
1104,Ayreon,
1105,Tarja,
1106,Balayeurs du désert,
1107,Incubus,
1108,Claude Debussy,
1109,A Perfect Circle,
1110,Faith No More,
1111,György Ligeti,
1112,Wolfgang Amadeus Mozart,
1113,The Police,
1114,Johann Sebastian Bach,
1115,Carl Orff,
1116,Los Jaivas,
1117,Noir Désir,
1118,The Asteroids Galaxy Tour,
1119,John Petrucci & Jordan Rudess,
1120,Villa cariño,
1121,Ludwig van Beethoven,
1122,Tool,
1123,Joe Satriani,
1124,The String Quartet,
1125,Agalloch,
1126,Camille,
1127,Amadou & Mariam,
1128,Kuervos del Sur,
1129,Igor Stravinsky,
1130,Maurice Ravel,
1131,Neal Morse,
1132,Aina Sandoval,
1133,Die Antwoord,
1134,Empyrium,
1135,Josquin des Prez,
1136,Stone Sour,
1137,菅野よう子,
1138,Murray Gold,
1139,平沢進,
1140,Pete and The Pirates,
1141,Leonard Cohen,
1142,Editors,
1143,Fire Bomber,
1144,Đorđe Balašević,
1145,The Pillows,
1146,Hot Chip,
1147,Orbital,
1148,坂本真綾,
1149,Lewis Black,
1150,Architecture in Helsinki,
1151,Roy Orbison,
1152,Pizzicato Five,
1153,Flight of the Conchords,
1154,Los Campesinos!,
1155,The Magnetic Fields,
1156,Luky,
1157,Shimon Masato,
1158,Antony and the Johnsons,
1159,Mychael Danna/DeVotchKa,
1160,Kayo Dot,
1161,Rishloo,
1162,The Blood Brothers,
1163,Jordan Rudess,
1164,Quidam,
1165,Juniper,
1166,Georg Friedrich Händel,
1167,The Sound of Animals Fighting,
1168,Diablo Swing Orchestra,
1169,Lunatic Soul,
1170,Billy Talent,
1171,Escape The Fate,
1172,Silverstein,
1173,The Red Jumpsuit Apparatus,
1174,You Me At Six,
1175,The Blackout,
1176,Alesana,
1177,Sum 41,
1178,Dance Gavin Dance,
1179,Asking Alexandria,
1180,Secondhand Serenade,
1181,We Are The Ocean,
1182,Hadouken!,
1183,Four Year Strong,
1184,Mayday Parade,
1185,Hawthorne Heights,
1186,Alexisonfire,
1187,Suicide Silence,
1188,Senses Fail,
1189,We The Kings,
1190,Destine,
1191,Story of the Year,
1192,Cute Is What We Aim For,
1193,Melvins,
1194,Skinny Puppy,
1195,Agoraphobic Nosebleed,
1196,Death in June,
1197,Misfits,
1198,The Skatalites,
1199,Reverend Horton Heat,
1200,The Conet Project,
1201,Saul Williams,
1202,Lärm,
1203,Manorexia,
1204,Lush,
1205,Nile,
1206,Mirrorthrone,
1207,Mastodon,
1208,Shadow Project,
1209,Chris Vrenna,
1210,Ravi Shankar,
1211,Patsy Cline,
1212,Naked City,
1213,Venetian Snares,
1214,Eyehategod,
1215,Bob Wills and his Texas Playboys,
1216,Dean Martin,
1217,Shpongle,
1218,Dick Dale,
1219,La Quiete,
1220,Sunn O))),
1221,Parliament,
1222,The Dresden Dolls,
1223,Jelly Roll Morton,
1224,The Tear Garden,
1225,Sutcliffe Jügend,
1226,Birth Control,
1227,Zomby,
1228,CunninLynguists,
1229,Tinariwen,
1230,Weezer,
1231,Them Crooked Vultures,
1232,Skank,
1233,The Beach Boys,
1234,Mika,
1235,Elvis Presley,
1236,Hayley Williams,
1237,Panic! At the Disco,
1238,The Calling,
1239,The Darkness,
1240,Guns N' Roses,
1241,Alpha Quadrant,
1242,Dark Fortress,
1243,Cryo,
1244,Front Line Assembly,
1245,Mayhem,
1246,X-Dream,
1247,Haujobb,
1248,Overkill,
1249,Bolt Thrower,
1250,Satyricon,
1251,Marduk,
1252,Sodom,
1253,Secrets of the Moon,
1254,Tristania,
1255,Carcass,
1256,Headscan,
1257,Unanimated,
1258,Nocte Obducta,
1259,Love Like Blood,
1260,FREq,
1261,Tactical Sekt,
1262,Novembers Doom,
1263,Electric Universe,
1264,Vinterland,
1265,Sepultura,
1266,Samael,
1267,Immortal,
1268,Velvet Acid Christ,
1269,yelworC,
1270,X-Marks the Pedwalk,
1271,Orange Sector,
1272,Cannibal Corpse,
1273,Forma Tadre,
1274,Blue Planet Corporation,
1275,Necrophobic,
1276,Talamasca,
1277,Devourment,
1278,Unlord,
1279,Atmos,
1280,Helrunar,
1281,Messiah,
1282,Withershin,
1283,mind.in.a.box,
1284,Absurd Minds,
1285,Rotersand,
1286,VNV Nation,
1287,Seabound,
1288,Colony 5,
1289,Apoptygma Berzerk,
1290,Suicide Commando,
1291,Blutengel,
1292,Neuroticfish,
1293,Culture Kultür,
1294,Assemblage 23,
1295,Edge of Dawn,
1296,Cosmic Gate,
1297,Above & Beyond,
1298,Cesium:137,
1299,Ronski Speed,
1300,Stoneface & Terminal,
1301,Noisecontrollers,
1302,Donkey Rollers,
1303,Pride and Fall,
1304,E-Craft,
1305,Solitary Experiments,
